title,type,description,release_year,runtime,genres,production_countries,tmdb_popularity,Actors
The Mole,SHOW,"Players working as a team complete a series of difficult physical and psychological tests, each worth a set amount of money. One of the players, however, is a ""Mole"" or saboteur, whose goal is to foil the efforts of the other players without revealing his or her identity. At the end of each episode, the group is given a quiz on The Mole's identity. The player who knows the least information about The Mole is then immediately sent home. In the final episode, The Mole is revealed and the one remaining player wins the jackpot, up to $1,000,000.",2001,47,'reality','BE';'US',2.189,Jon Kelley
Offspring,SHOW,"An exuberant drama set in Melbourne's Fitzroy, centering on Nina Proudman and her struggle to deal with her fabulously messy family, her hunt for a decent love life and her tendency to overthink and fly off into fantasy.",2010,44,'drama';'comedy','AU',10.243,Asher Keddie;Kat Stewart;Richard Davies;Linda Cropper;Jane Harber;Alicia Gardiner;Eddie Perfect
Halloween,MOVIE,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",2007,109,'horror','US',38.491,Scout Taylor-Compton;Tyler Mane;Malcolm McDowell;Daeg Faerch;Sheri Moon Zombie;Danielle Harris;Brad Dourif;William Forsythe;Kristina Klebe;Hanna Hall;Danny Trejo;Daryl Sabara;Dee Wallace;Skyler Gisondo;Ken Foree;Lew Temple;Clint Howard;Richard Lynch;Udo Kier;Pat Skipper;Tom Towles;Bill Moseley;Leslie Easterbrook;Steve Boyles;Jenny Gregg Stewart;Adam Weisman;Sydnie Pitzer;Myla Pitzer;Stella Altman;Max Van Ville;Nick Mennell;Daniel Roebuck;Richmond Arquette;Paul Kampf;Sybil Danning;Micky Dolenz;Mel Fair;Sid Haig;Nikki Taylor Melton;Ezra Buzzington;Richard Fancy;Courtney Gains;Gary Grossman;Olja Hrustic;Kazu Nagahama;Rob Zombie
Code Geass: Lelouch of the Rebellion,SHOW,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...",2006,24,'scifi';'action';'animation';'drama';'war';'thriller','JP',35.011,Jun Fukuyama;Takahiro Sakurai;Yukana;Ami Koshimizu
Jackass: The Movie,MOVIE,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",2002,88,'comedy';'documentation';'action','US',25.23,Johnny Knoxville;Bam Margera;Steve-O;Chris Pontius;Ryan Dunn;Jason Acuña;Preston Lacy;Dave England;Ehren McGhehey;Brandon DiCamillo;April Margera;Phil Margera;Jess Margera;Chris Raab;Rake Yohn;Loomis Fall;Rick Kosick;Manny Puig;Stephanie Hodge;Jason 'J2' Rasmus;Dorothy Barnett;Tony Hawk;Mat Hoffman;Eric Esch;Henry Rollins;Eric Koston;Clyde Singleton;Rip Taylor;Spike Jonze;Jeff Tremaine;Trip Taylor;Michelle Klepper;Greg Iguchi;Dimitry Elyashkevich;Sean Cliver;Mike Kassak;Jack Polick;Jason Fijal;Gene LeBell;Cory Nastazio;Scott Silveira;David A. Kipper;Lance Bangs;Brad Bartlett;Naoko Kumagai;Jeff Tremaine
Semi-Pro,MOVIE,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",2008,94,'comedy';'sport';'european','US',12.789,Will Ferrell;Woody Harrelson;André 3000;Maura Tierney;Andrew Daly;Will Arnett;Andy Richter;David Koechner;Rob Corddry;Matt Walsh;Jackie Earle Haley;DeRay Davis;Josh Braaten;Jay Phillips;Pat Kilbane;Patti LaBelle;Tim Meadows;Jason Sudeikis;Kristen Wiig;Ellia English;Ian Roberts;Phil Hendrie;Ed Helms;Brian Huskey;Paul Rust;Charlyne Yi;Collette Wolfe;Kate Luyben;Kent Alterman
The Lake House,MOVIE,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006,99,'drama';'thriller';'fantasy';'romance';'documentation','US',16.31,Keanu Reeves;Sandra Bullock;Christopher Plummer;Ebon Moss-Bachrach;Willeke van Ammelrooy;Dylan Walsh;Shohreh Aghdashloo;Lynn Collins;Mike Bacarella;Kevin M. Brennan;Frank Caeti;Aliyah Carr;Jennifer Clark;Jacob D. Dumelle;Scott Elias;Lori Ann Gerdisch;Cynthia Kaye McWilliams;India Neilan;Mia Park;Jacqueline Williams;Peggy Roeder;Jason Wells;Tiffini Funches;Jennifer Kern;Michael Andrew Gorman;Alejandro Agresti
The Girl Next Door,MOVIE,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",2007,91,'crime';'drama';'horror';'thriller','US',13.131,Blythe Auffarth;Daniel Manche;Michael Zegen;Catherine Mary Stewart;Grant Show;Graham Patrick Martin;William Atherton;Blanche Baker;Mark Margolis;Benjamin Ross Kaplan;Austin Williams;Gabrielle Howarth;Kevin Chamberlin;Dean Faulkenberry;Spenser Leigh;Michael Nardella;Madeline Taylor;Gregory Wilson
The Book of Eli,MOVIE,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",2010,118,'scifi';'action';'thriller';'drama';'european','US',30.476,Denzel Washington;Gary Oldman;Mila Kunis;Ray Stevenson;Jennifer Beals;Michael Gambon;Tom Waits;Frances de la Tour;Evan Jones;Joe Pingue;Chris Browning;Richard Cetrone;Lateef Crowder;Keith Splinter Davis;Don Thai Theerathada;Thom Williams;Lora Martinez-Cunningham;Scott Wilder;Heidi Pascoe;Jennifer Caputo;Spencer Sano;Eddie Perez;Karin Silvestri;Mike Gunther;John Koyama;Mike McCarty;Scott Michael Morgan;Sala Baker;Arron Shiver;Justin Tade;Mike Seal;Richard A. Smith;Paul Crawford;Edward A. Duran;David Wald;Jermaine Washington;Kofi Elam;Clay Donahue Fontenot;Al Goto;Brad Martin;Tim Rigby;Luis Bordonada;Robert Powell;Angelique Midthunder;Todd Schneider;Darrin Prescott;Laurence Chavez;Brian Neal Lucero;David Midthunder;Josiah D. Lee;Malcolm McDowell;Allen Hughes;Albert Hughes
Blood Diamond,MOVIE,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",2006,143,'drama';'thriller';'action','DE';'US',47.39,Leonardo DiCaprio;Djimon Hounsou;Jennifer Connelly;Kagiso Kuypers;Arnold Vosloo;Antony Coleman;Benu Mabhena;Anointing Lukola;David Harewood;Basil Wallace;Jimi Mistry;Michael Sheen;Marius Weyers;Stephen Collins;Ntare Guma Mbaho Mwine;Ato Essandoh;David S. Lee;Percy Matsemela;Klemens Becker;Grant Swanby;Adetokumboh M'Cormack;Tyrone Keogh;Mduduzi Mabaso;Nathaniel Ramabulana;Zenzo Ngqobe;Vanessa Haywood;Edward Zwick
Just Like Heaven,MOVIE,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005,95,'romance';'drama';'comedy';'fantasy','US',17.486,Reese Witherspoon;Mark Ruffalo;Kerris Dorsey;Donal Logue;Dina Spybey-Waters;Ivana Miličević;Ben Shenkman;Caroline Aaron;Jon Heder;Rosalind Chao;Ron Canada;Willie Garson;Gabrielle Made;William Caploe;Shulie Cowen;Kara Hamilton;Jimmy Ortega;Billy Beck;Cristian Cruz;Catherine Taber;Alyssa Shafer;Nicole Wilder;Doug Krizner;Jacob Chambers;Karen Harrison;Diego Sebastian;Benjamin Hughes;Chris Pflueger;Paul Cassell;Drew Letchworth;Raymond O'Connor;Lucille Soong;Joel McKinnon Miller;Victor Yerrid;Lorna Scott;Jeffrey Marcus;Ken Takemoto;Chaim Jeraffi;Zoe Waters;Ingrid Coree;Lee Burns;Amita Balla;Tim Connolly;Mark Waters
Ip Man,MOVIE,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",2008,106,'drama';'fantasy';'comedy';'history';'action','HK',21.074,Donnie Yen;Simon Yam;Lynn Hung;Hiroyuki Ikeuchi;Gordon Lam;Fan Siu-wong;Xing Yu;You-Nam Wong;Dennis To Yue-Hong;Calvin Cheng;Chen Zhihui;Tenma Shibuya;Li Ze;Shi De Quiang;Zhou Zhong;Zhang Bo;Jin Gang;Lu Kai;Tony Leung Siu-Hung;Liu Ming-Zhe;Zhong Han-Hao;Li Qi-Long;Mei-Fang Lu;Wang Zheng;Xu-Feng Yang;Li Peize;Wilson Yip
21,MOVIE,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",2008,123,'crime';'drama';'history';'thriller','US',27.013,Jim Sturgess;Kevin Spacey;Kate Bosworth;Aaron Yoo;Liza Lapira;Jacob Pitts;Laurence Fishburne;Jack McGee;Josh Gad;Sam Golzari;Helen Carey;Jack Gilpin;Ben Campbell;Donna Lows;Butch Williams;Steven Richard Vezina;Chaska T. Werner;Kyle Morris;Ernell Manabat;Frank DeAngelo;Marcus Weiss;Anthony DiMaria;Christopher Michael Holley;Scott Beringer;Jeffrey J. Dashnaw;Colin Angle;Supriya Chakrabarti;Bradley Thoennes;Kiều Chinh;Alice Lo;Sally Levi;Henry Houh;Frank Chen;Spencer Garrett;Celeste Oliva;Ruby Hondros;Christian Mello;Gregory Seymore;Rebecca Marshall;Kris Williams;Robert Luketic
Friday the 13th,MOVIE,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,2009,97,'horror';'thriller','US',45.551,Jared Padalecki;Danielle Panabaker;Amanda Righetti;Travis Van Winkle;Aaron Yoo;Arlen Escarpeta;Julianna Guill;Jonathan Sadowski;Ben Feldman;Ryan Hansen;Willa Ford;America Olivo;Nick Mennell;Derek Mears;Richard Burgi;Stephanie Rhodes;Nana Visitor;Kyle Davis;Chris Coppola;Rosemary Knower;Bob King;Kathleen Garrett;Travis Davis;Marcus Nispel
Gurren Lagann,SHOW,"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.",2007,24,'action';'scifi';'animation';'comedy';'drama','JP',27.924,Marina Inoue;Kiyoyuki Yanada;Michiko Neya;Mitsuki Saiga;Nobuyuki Hiyama;Katsuyuki Konishi;Takako Honda;Takashi Kondo;Tetsuya Kakihara;Yukari Fukui;Takaya Kamikawa;Takako Honda;Shizuka Itoh;Kisho Taniyama;Kana Ueda;Kana Asumi;Daiki Nakamura;Haruhi Nanao;Masaya Onosaka;Takahiro Mizushima;Rina Sato;Gou Shinomiya;Daisuke Kirii;Kiyoshi Kawakubo;Takafumi Kawakami;Akio Suyama
Let Me In,MOVIE,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010,116,'drama';'horror';'thriller';'fantasy';'european','GB';'US',22.791,Kodi Smit-McPhee;Chloë Grace Moretz;Richard Jenkins;Elias Koteas;Sasha Barrese;Dylan Kenin;Dylan Minnette;Jimmy 'Jax' Pinchak;Nicolai Dorian;Seth Adkins;Ritchie Coster;Cara Buono;Chris Browning;Rebekah Wiggins;Ashton Moio;Gwendolyn Apple;Brett DelBuono;Colin Moretz;Rowbie Orsatti;Brenda Wehle;Galen Hutchison;Dean Satriano;Deborah L. Mazor;Rachel Hroncich;Matt Reeves
Dead Set,SHOW,"Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",2008,141,'scifi';'reality';'thriller';'comedy';'drama';'horror';'european','GB',9.68,Kevin Eldon;Beth Cordingly;Warren Brown;Riz Ahmed;Elyes Gabel;Liz May Brice;Adam Deacon;Kathleen McDermott;Shelley Conn;Andy Nyman;Jaime Winstone;Davina McCall;Chizzy Akudolu;Raj Ghatak;Yann Demange
A Nightmare on Elm Street,MOVIE,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010,95,'horror';'thriller';'crime';'drama','US',39.672,Jackie Earle Haley;Kyle Gallner;Rooney Mara;Katie Cassidy;Thomas Dekker;Kellan Lutz;Clancy Brown;Connie Britton;Lia D. Mortensen;Julianna Damm;Christian Stolte;Katie Schooping Knight;Hailey Schooping Knight;Leah Uteg;Don Robert Cass;Kurt Naebig;Kyra Krumins;Brayden Coyer;Max Holt;Andrew Fiscella;Bob Kizer;Pete A. Kelly;Rob Riley;Scott Lindvall;Dominick Coviello;Parker Bagley;Jennifer Robers;Tania Randall;Logan Stalzer;Christopher Woods;Aaron Yoo;Eric Ami;Christine Crawley;Samuel Bayer
Winx Club,SHOW,"In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.",2004,23,'animation';'action';'comedy';'family';'fantasy';'thriller';'european','IT',25.633,Abigail Cowen;Hannah van der Westhuysen;Precious Mustapha;Elisha Applebaum;Eliot Salt;Danny Griffin;Sadie Soverall;Robert James-Collier;Eve Best;Theo Graham;Alex MacQueen
Miss Congeniality 2: Armed and Fabulous,MOVIE,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",2005,115,'action';'comedy';'crime','US',21.495,Sandra Bullock;Regina King;Enrique Murciano;William Shatner;Eileen Brennan;Ernie Hudson;Elisabeth Röhm;Nick Offerman;Abraham Benrubi;Treat Williams;Heather Burns;Diedrich Bader;Octavia Spencer;Leslie Grossman;David Proval;John DiResta;Audrey Wasilewski;Stephen Tobolowsky;Regis Philbin;Joy Philbin;Dolly Parton;Susan Chuang;Adam LeFevre;Richard DeDomenico;Cynthia Pepper;Megan Cavanagh;Brad Grunberg;Roxana Ortega;Todd Sherry;Max Shippee;Christian Vincent;Emy Coligado;Marcelo Tubert;Vic Chao;Rachel Iverson;Eve Gordon;Marjorie Lovett;Michelle Page;Lusia Strus;William O'Leary;Ayesha Orange;Tim Clark;Octavia Spencer;Mary Ann Price;Tracy Elizabeth Blackwell;Susan Leslie;Larry Edwards;April Blanchette;Rose Davidson;Rebecca Engel;Anna Wendt;Faith Minton;Lloyd Kino;Molly Gottlieb;Billie Perkins;John Pasquin
The Bucket List,MOVIE,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",2007,97,'drama';'comedy';'european','US',22.0,Jack Nicholson;Morgan Freeman;Sean Hayes;Beverly Todd;Alfonso Freeman;Destiny Brownridge;Rob Morrow;Dawn Lewis;Rowena King;Annton Berry Jr.;Verda Bridges;Brian Copeland;Ian Anthony Dale;Jennifer Defrancisco;Angela Gardner;Noel Gugliemi;Jonathan Hernandez;Karen Maruyama;Amber Mead;Serena Reeder;Christopher Stapleton;Taylor Ann Thompson;Alex Trebek;Rob Reiner
Octonauts,SHOW,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",2010,15,'action';'animation';'comedy';'family','GB',40.327,Keith Wickham;Simon Greenall;Jo Wyatt;Rob Rackstraw;Blair Simmons;블레어 시몬스
Sonic X,SHOW,Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.,2003,21,'family';'animation';'action';'comedy';'drama';'thriller';'fantasy';'scifi','JP',37.945,Jun'ichi Kanemaru;Sanae Kobayashi;Taeko Kawata;Nobutoshi Canna;Sayaka Aoki;Etsuko Kozakura;Koji Yusa;Rumi Ochiai;Ryo Hirohashi;Bin Shimada;Chikao Ohtsuka;Jouji Nakata;Ken Narita;Kujira;Sōichirō Tanaka;Yukari Hikida;Hiroomi Sugino;Jennifer Douillard;Ryan Drummond;David Humphrey;Lani Minella;Mike Pollock;Scott Dreier;William Corkery;Corey Bringas;Danny Cooksey;Jon St. John;Amy Birnbaum;Amy Palant;Jason Griffith;James Carter Cathcart
